,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,age,work_year,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,month_on_book,target
13326,5053748,0,0,0,0,135,Working,Higher education,Single / not married,House / apartment,33.07123288,1.745205479,1,0,0,Unknown,1,4,0
18455,5069167,1,1,1,0,135,Working,Secondary / secondary special,Married,House / apartment,28.25753425,2.635616438,0,0,1,Sales staff,2,35,0
31884,5135571,0,1,1,0,225,Working,Secondary / secondary special,Married,House / apartment,48.00547945,4.797260274,0,1,0,High skill tech staff,2,34,0
32587,5137294,1,1,0,1,225,Working,Secondary / secondary special,Married,House / apartment,41.76164384,19.89041096,1,1,0,High skill tech staff,more,28,0
26446,5112661,0,0,0,1,135,Commercial associate,Secondary / secondary special,Married,House / apartment,33.61369863,1.654794521,0,0,0,Managers,more,12,0
36129,5021998,1,0,1,0,90,Pensioner,Secondary / secondary special,Married,House / apartment,51.67945205,4.504109589,0,0,1,Unknown,2,14,1
20180,5089040,0,1,0,0,225,Working,Secondary / secondary special,Widow,House / apartment,34.30684932,1.679452055,1,0,0,Laborers,1,21,0
2524,5021983,1,1,1,1,225,Working,Secondary / secondary special,Married,House / apartment,30.62191781,11.52054795,0,0,0,Laborers,more,33,0
34504,5146053,0,0,0,1,225,State servant,Higher education,Civil marriage,Municipal apartment,39.08219178,16.52876712,0,1,0,Unknown,more,27,0
29132,5117165,0,0,0,1,135,State servant,Secondary / secondary special,Separated,House / apartment,44.24657534,14.10410959,0,0,0,Medicine staff,2,47,0
36326,5105056,1,1,0,0,225,Commercial associate,Higher education,Single / not married,Municipal apartment,31.58356164,1.660273973,0,1,1,High skill tech staff,1,41,1
36269,5078882,0,0,1,0,121.5,Pensioner,Secondary / secondary special,Widow,House / apartment,58.5369863,7.247955325,0,0,0,Unknown,1,32,1
24435,5099766,0,0,1,1,135,Working,Secondary / secondary special,Married,House / apartment,27.70410959,8.684931507,1,1,0,Laborers,more,7,0
36250,5061351,0,0,1,0,157.5,Working,Secondary / secondary special,Single / not married,House / apartment,50.17260274,13.55068493,0,0,0,Core staff,1,42,1
9595,5041903,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,43.39452055,4.178082192,1,1,0,Sales staff,2,6,0
36278,5089907,1,0,0,0,225,Commercial associate,Secondary / secondary special,Married,House / apartment,36.5369863,3.934246575,0,0,0,Low-skill Laborers,2,5,1
36293,5091281,1,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,37.38356164,14.72328767,0,0,0,Laborers,2,10,1
27535,5114249,1,0,0,1,130.5,Working,Incomplete higher,Married,Rented apartment,31.04383562,4.953424658,1,1,0,Unknown,more,43,1
23866,5096308,0,0,0,0,54,Pensioner,Secondary / secondary special,Married,House / apartment,55.08493151,7.247955325,0,1,0,Unknown,2,2,0
23602,5095957,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,44.91780822,20.19452055,1,0,0,Managers,2,17,0
14207,5056092,0,0,1,more,180,State servant,Higher education,Married,House / apartment,43.83561644,20.27671233,0,0,0,Core staff,more,1,0
29314,5117413,0,0,0,0,81,Pensioner,Secondary / secondary special,Separated,House / apartment,61.03835616,7.247955325,0,1,0,Unknown,1,51,1
614,5009579,0,0,0,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,58.4,7.247955325,0,0,0,Unknown,2,4,0
36249,5061132,1,0,1,0,135,State servant,Higher education,Married,House / apartment,52.36438356,7.715068493,0,1,0,Core staff,2,46,1
3532,5023229,0,0,1,0,90,Pensioner,Secondary / secondary special,Widow,House / apartment,67.47671233,7.247955325,0,0,0,Unknown,1,42,0
36302,5093286,1,0,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,48.15342466,3.331506849,0,0,0,Laborers,2,36,1
8344,5037043,0,0,1,0,180,Commercial associate,Secondary / secondary special,Married,House / apartment,48.8109589,3.520547945,0,0,0,Medicine staff,2,9,0
36197,5046565,1,0,0,1,337.5,Commercial associate,Higher education,Married,House / apartment,48.2,6.493150685,0,0,1,Managers,more,12,1
6918,5033623,0,1,1,1,193.5,Commercial associate,Higher education,Married,House / apartment,39.20547945,19.31506849,0,1,0,Sales staff,more,5,0
36281,5089958,1,0,1,1,126,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.94520548,5.767123288,0,0,0,Unknown,more,28,1
18949,5079016,1,1,1,more,900,Commercial associate,Higher education,Married,House / apartment,27.09315068,2.739726027,0,0,0,Managers,more,53,1
34828,5148584,1,1,1,0,180,Working,Secondary / secondary special,Married,House / apartment,30.74520548,3.797260274,0,0,0,Drivers,2,42,1
36182,5041493,1,1,1,0,90,Working,Secondary / secondary special,Civil marriage,House / apartment,35.1260274,0.424657534,0,0,0,Laborers,2,27,1
33001,5140068,0,0,1,0,450,Commercial associate,Higher education,Married,House / apartment,45.2109589,2.849315068,0,0,0,Unknown,2,15,0
24008,5096527,0,0,0,0,135,Working,Secondary / secondary special,Widow,Co-op apartment,54.82739726,1.6,0,0,0,Core staff,1,56,1
16344,5066431,1,0,1,0,180,Working,Secondary / secondary special,Married,House / apartment,44.62739726,8.353424658,0,0,1,Sales staff,2,23,0
32851,5139531,1,0,1,0,135,Working,Higher education,Married,With parents,40.36712329,8.690410959,1,1,0,Unknown,2,38,0
36211,5050671,1,0,0,0,171,Commercial associate,Incomplete higher,Single / not married,House / apartment,31.80821918,0.454794521,1,1,0,High skill tech staff,1,25,1
10720,5045888,0,0,1,0,225,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027,7.247955325,0,0,0,Unknown,1,50,1
25049,5118544,0,1,0,0,270,Working,Secondary / secondary special,Married,House / apartment,50.07945205,4.769863014,0,1,0,Sales staff,2,50,1
22230,5091665,0,0,1,1,360,Commercial associate,Secondary / secondary special,Married,House / apartment,46.86575342,7.805479452,0,0,0,Managers,more,34,0
35095,5148932,1,1,0,0,108,Working,Secondary / secondary special,Married,Office apartment,47.14794521,2.961643836,0,0,0,Security staff,2,54,1
36448,5149158,1,1,1,0,247.5,Working,Secondary / secondary special,Married,House / apartment,30.00547945,9.8,1,0,0,Laborers,2,28,1
22183,5091604,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,61.14520548,1.547945205,0,0,0,Cleaning staff,2,14,0
36216,5051132,0,0,0,0,450,Commercial associate,Higher education,Single / not married,House / apartment,27.77808219,0.37260274,0,0,0,Core staff,1,8,1
18778,5074674,1,0,1,0,247.5,State servant,Secondary / secondary special,Married,House / apartment,37.17808219,14.69589041,0,0,0,Medicine staff,2,19,0
14582,5061091,0,1,0,more,135,Working,Secondary / secondary special,Married,House / apartment,30.48767123,8.882191781,1,0,0,Sales staff,more,55,1
36430,5143578,1,1,0,0,157.5,Working,Incomplete higher,Single / not married,With parents,24.99726027,2.630136986,1,0,0,Drivers,2,14,1
25812,5105556,0,0,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,54.25205479,12.41643836,0,0,0,Laborers,2,21,1
1858,5018498,0,1,1,0,90,Working,Secondary / secondary special,Married,House / apartment,51.91780822,2.745205479,1,1,0,Cooking staff,2,54,1
36121,5010869,1,1,1,1,450,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.7890411,1.857534247,0,1,1,Core staff,1,16,1
15142,5061802,0,0,1,0,225,Commercial associate,Secondary / secondary special,Widow,House / apartment,57.3260274,2.876712329,0,0,0,Cleaning staff,1,1,0
36193,5046258,0,0,1,0,157.5,State servant,Secondary / secondary special,Married,House / apartment,49.3369863,6.468493151,1,0,0,Unknown,2,25,1
5913,5028755,0,1,0,1,337.5,Working,Higher education,Married,House / apartment,28.88219178,7.142465753,0,0,0,Unknown,more,15,0
27975,5115608,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,39.7890411,9.369863014,0,0,0,Core staff,2,20,1
34379,5145804,1,0,1,0,180,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27.44931507,2.02739726,0,0,0,High skill tech staff,1,15,0
15258,5061944,0,0,1,0,135,Pensioner,Secondary / secondary special,Widow,House / apartment,63.51506849,7.247955325,0,1,0,Unknown,1,31,0
36203,5048340,0,0,0,0,157.5,Working,Higher education,Married,House / apartment,53.85479452,4.684931507,0,0,0,Sales staff,2,30,1
36371,5116550,1,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,58.3890411,7.247955325,0,0,0,Unknown,2,23,1
11525,5048099,0,0,1,0,90,Commercial associate,Secondary / secondary special,Married,House / apartment,40.98630137,7.849315068,0,0,0,Laborers,2,50,0
15885,5065316,0,0,1,1,157.5,State servant,Higher education,Married,House / apartment,42.8630137,11.7260274,0,0,0,Core staff,more,39,1
36377,5117130,0,0,1,0,270,Working,Higher education,Single / not married,House / apartment,28.46575342,2.180821918,0,0,0,Sales staff,1,28,1
36120,5010868,1,1,1,1,450,Pensioner,Secondary / secondary special,Married,House / apartment,49.7890411,1.857534247,0,1,1,Core staff,more,16,1
36270,5078886,0,0,1,0,121.5,Pensioner,Secondary / secondary special,Widow,House / apartment,58.5369863,7.247955325,0,0,0,Unknown,1,6,1
27849,5115451,0,1,1,0,270,Commercial associate,Higher education,Married,House / apartment,48.85753425,1.698630137,0,1,0,Accountants,2,50,0
459,5009372,1,1,0,0,115.29,Pensioner,Secondary / secondary special,Married,House / apartment,63.5260274,7.247955325,0,1,1,Unknown,2,56,0
12310,5051087,1,1,0,more,315,Working,Secondary / secondary special,Married,House / apartment,32.97808219,0.539726027,0,0,0,Laborers,more,59,1
14132,5054773,1,0,1,0,180,State servant,Secondary / secondary special,Civil marriage,House / apartment,25.22739726,6.832876712,0,0,0,Laborers,2,7,0
3096,5022683,0,0,0,0,157.5,Working,Secondary / secondary special,Separated,With parents,39.20273973,1.501369863,1,1,0,Sales staff,1,10,0
36159,5028775,0,0,1,0,247.5,Pensioner,Secondary / secondary special,Married,House / apartment,63.74520548,7.247955325,0,0,1,Unknown,2,13,1
36174,5035867,0,0,1,0,99,State servant,Secondary / secondary special,Married,House / apartment,48.17534247,1.101369863,0,0,0,Core staff,2,40,1
24096,5096666,1,1,0,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,39.45205479,7.247955325,0,1,0,Unknown,2,24,0
1582,5010783,0,0,1,0,165.15,Pensioner,Higher education,Married,House / apartment,64.03287671,7.247955325,0,0,0,Unknown,2,39,0
36195,5046328,0,0,1,1,157.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,42.37260274,6.216438356,0,1,0,Low-skill Laborers,more,12,1
36124,5021310,1,0,1,0,270,Working,Secondary / secondary special,Married,House / apartment,46.29041096,0.679452055,0,0,0,Laborers,2,40,1
32760,5137516,1,0,0,1,135,Working,Secondary / secondary special,Married,House / apartment,27.64109589,7.553424658,1,0,0,Laborers,more,33,0
2231,5021628,0,1,1,0,225,Pensioner,Secondary / secondary special,Widow,House / apartment,60.04931507,7.247955325,0,0,1,Unknown,1,54,1
18188,5068821,0,1,1,0,157.5,Working,Higher education,Married,House / apartment,41.03013699,9.726027397,0,0,1,Drivers,2,44,0
36287,5090425,0,0,1,0,238.5,State servant,Higher education,Married,House / apartment,41.3890411,5.263013699,0,1,0,Unknown,2,46,1
36337,5105689,1,0,1,0,90,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,56.6109589,7.247955325,0,0,0,Unknown,2,18,1
28540,5116340,0,1,1,0,162,Working,Secondary / secondary special,Civil marriage,House / apartment,57.95068493,1.087671233,0,0,0,Managers,2,34,0
36279,5089953,1,0,1,1,126,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.94520548,5.767123288,0,0,0,Unknown,1,39,1
6818,5033488,0,0,0,0,112.5,Working,Higher education,Married,With parents,29.17808219,10.14246575,1,1,0,Core staff,2,60,0
19370,5085964,0,0,1,0,180,Working,Secondary / secondary special,Single / not married,House / apartment,51.81643836,2.210958904,0,0,0,Laborers,1,48,0
25461,5105124,0,0,1,1,135,Working,Secondary / secondary special,Married,House / apartment,51.71232877,7.328767123,0,0,0,Cooking staff,more,14,0
36233,5054068,1,0,0,1,157.5,Working,Secondary / secondary special,Married,House / apartment,44.99726027,3.994520548,0,0,0,Drivers,1,25,1
15882,5065313,0,0,1,1,157.5,State servant,Higher education,Married,House / apartment,42.8630137,11.7260274,0,0,0,Core staff,more,48,1
12862,5053149,0,0,1,1,126,Working,Secondary / secondary special,Married,House / apartment,33.26027397,2.134246575,0,0,0,Core staff,more,54,1
8126,5036871,1,1,1,0,135,Working,Secondary / secondary special,Married,House / apartment,53.82739726,11.5260274,0,0,0,Unknown,2,19,0
36167,5032280,1,1,1,more,108,State servant,Secondary / secondary special,Married,House / apartment,34.3260274,2.515068493,1,0,0,Unknown,more,16,1
6296,5029235,0,0,1,0,81,Pensioner,Secondary / secondary special,Separated,House / apartment,63.3890411,7.247955325,0,0,0,Unknown,1,53,0
2775,5022273,1,1,1,0,131.4,Pensioner,Secondary / secondary special,Married,House / apartment,64.78356164,7.247955325,0,0,0,Unknown,2,22,0
387,5009281,0,0,0,0,130.5,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205,13.19452055,0,1,0,Cleaning staff,2,39,0
36225,5052882,1,1,1,0,225,Working,Secondary / secondary special,Married,House / apartment,49.08219178,9.221917808,0,0,0,Drivers,2,44,1
4856,5024917,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,59.81369863,7.247955325,0,1,0,Unknown,2,37,1
33168,5142239,0,1,1,0,270,State servant,Higher education,Married,House / apartment,44.9890411,22.54794521,0,0,0,Managers,2,42,1
3190,5022810,1,0,1,0,135,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,21.15890411,1.002739726,0,0,1,Sales staff,1,0,0
22170,5091590,0,0,1,0,225,Commercial associate,Incomplete higher,Married,With parents,27.83287671,3.298630137,0,0,0,Accountants,2,14,0
557,5009507,0,0,0,0,202.5,Working,Higher education,Married,House / apartment,44.10958904,13.53150685,0,1,0,Core staff,2,11,0
22258,5091704,0,1,1,0,135,Working,Higher education,Married,House / apartment,33.62739726,10.80547945,0,0,0,Managers,2,21,0
36106,5009480,0,0,0,0,180,Commercial associate,Higher education,Married,House / apartment,36.27671233,12.19452055,0,1,0,Unknown,2,26,1
30197,5125322,1,1,0,0,292.5,Commercial associate,Secondary / secondary special,Married,House / apartment,57.1890411,7.457534247,0,0,0,Unknown,2,19,0
32720,5137464,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,42.4630137,2.380821918,0,0,0,Private service staff,2,2,0
19120,5085623,1,0,1,1,202.5,Commercial associate,Secondary / secondary special,Separated,House / apartment,34.08219178,1.378082192,0,1,0,Core staff,2,54,1
15931,5065376,0,0,1,0,215.55,Working,Higher education,Married,House / apartment,28.57260274,2.550684932,0,1,0,High skill tech staff,2,48,1
6476,5029451,0,1,1,0,225,Working,Higher education,Married,House / apartment,47.67671233,8.638356164,0,1,0,Core staff,2,52,1
4670,5024696,0,0,1,0,202.5,Working,Secondary / secondary special,Separated,House / apartment,52.14246575,10.34520548,0,0,0,Laborers,1,6,0
7856,5036625,1,0,0,1,135,Working,Secondary / secondary special,Married,House / apartment,41.09315068,0.879452055,1,1,0,Drivers,more,27,1
36125,5021314,1,0,1,0,270,Working,Secondary / secondary special,Single / not married,House / apartment,46.29041096,0.679452055,0,0,0,Laborers,2,34,1
1862,5018503,0,1,1,0,90,Working,Secondary / secondary special,Married,House / apartment,51.91780822,2.745205479,1,1,0,Cooking staff,2,55,1
30879,5126224,0,1,0,0,180,Pensioner,Higher education,Separated,House / apartment,64.66575342,7.247955325,0,0,0,Unknown,1,22,0
36155,5024939,1,0,1,0,225,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.11232877,4.509589041,0,0,0,Sales staff,2,7,1
15413,5062137,1,0,1,1,180,Working,Secondary / secondary special,Single / not married,House / apartment,35.47123288,0.375342466,0,0,0,Laborers,2,51,1
34229,5143525,0,1,1,0,81,Working,Secondary / secondary special,Married,House / apartment,54.93424658,20.80273973,0,1,0,Private service staff,2,8,0
6917,5033620,1,0,0,0,135,State servant,Higher education,Married,Office apartment,63.23287671,0.720547945,0,0,0,Unknown,2,12,0
36208,5048379,1,0,0,0,108,Pensioner,Secondary / secondary special,Widow,House / apartment,60.77260274,7.247955325,0,0,0,Unknown,1,25,1
36238,5054649,1,1,1,1,135,Working,Higher education,Married,House / apartment,51.04383562,17.42191781,0,0,0,Managers,more,16,1
36248,5058532,1,0,0,0,391.5,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054795,1.391780822,0,0,0,Sales staff,1,18,1
11907,5050489,0,0,0,0,292.5,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.22739726,29.4739726,0,0,0,Laborers,2,18,0
36411,5135487,0,0,1,0,135,State servant,Higher education,Single / not married,Municipal apartment,29.20547945,5.301369863,0,0,0,Core staff,1,36,1
29157,5117202,0,0,1,0,135,Working,Secondary / secondary special,Single / not married,House / apartment,37.06849315,0.260273973,0,0,0,Sales staff,1,45,0
11328,5047796,0,0,1,1,112.5,Student,Secondary / secondary special,Civil marriage,House / apartment,33.22465753,2.178082192,0,0,0,Laborers,more,12,0
6467,5029439,0,1,1,0,225,Working,Higher education,Married,House / apartment,47.67671233,8.638356164,0,1,0,Core staff,2,36,1
32605,5137316,0,0,0,1,135,State servant,Higher education,Married,House / apartment,25.90136986,2.8,1,0,0,Managers,more,50,0
31276,5126760,0,0,0,1,225,Working,Secondary / secondary special,Married,House / apartment,30.4109589,8.542465753,0,0,0,Accountants,more,31,0
35756,5149796,1,0,0,0,247.5,Commercial associate,Secondary / secondary special,Married,Municipal apartment,24.09041096,2.879452055,0,0,0,Drivers,2,23,0
25131,5117389,0,0,0,0,135,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.26027397,0.928767123,0,0,0,Accountants,1,52,0
2368,5021794,0,0,1,0,225,Commercial associate,Secondary / secondary special,Married,House / apartment,33.76712329,0.512328767,0,0,0,Core staff,2,54,0
36443,5149041,0,0,1,0,180,Working,Secondary / secondary special,Civil marriage,House / apartment,54.10958904,9.884931507,0,0,0,Laborers,2,23,1
12529,5052722,0,0,0,0,126,Pensioner,Secondary / secondary special,Married,House / apartment,59.93150685,7.247955325,0,0,0,Unknown,2,37,0
24832,5117677,1,0,0,0,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,64.62191781,7.247955325,0,0,0,Unknown,2,49,0
17835,5068375,0,0,0,1,202.5,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,33.07671233,3.890410959,0,0,0,Unknown,2,16,0
36401,5125833,1,0,1,0,270,Commercial associate,Incomplete higher,Single / not married,House / apartment,31.84931507,0.534246575,0,0,1,Sales staff,1,15,1
36224,5052879,1,1,1,0,225,Working,Secondary / secondary special,Married,House / apartment,49.08219178,9.221917808,0,0,0,Drivers,2,22,1
30376,5125558,0,0,0,0,94.5,Working,Secondary / secondary special,Single / not married,House / apartment,42.9369863,1.704109589,1,0,0,Laborers,1,6,0
25696,5105420,0,0,1,0,193.5,Working,Secondary / secondary special,Single / not married,House / apartment,50.54520548,26.52876712,0,0,0,Unknown,1,54,0
24020,5096553,0,1,0,0,216,Commercial associate,Secondary / secondary special,Married,House / apartment,40.47945205,11.85479452,1,0,0,Medicine staff,2,33,0
19178,5085698,0,0,1,0,121.5,Working,Secondary / secondary special,Married,House / apartment,56.44383562,0.378082192,0,0,0,Cooking staff,2,27,1
24174,5096792,0,0,1,0,67.5,Pensioner,Secondary / secondary special,Married,House / apartment,55.8109589,7.247955325,0,0,0,Unknown,2,55,1
36169,5033663,1,0,0,more,405,Working,Secondary / secondary special,Married,Office apartment,34.45205479,2.301369863,0,0,0,Unknown,more,41,1
22049,5091439,0,0,1,more,90,Commercial associate,Secondary / secondary special,Married,House / apartment,45.82191781,15.39178082,0,0,0,Low-skill Laborers,more,49,0
9993,5044589,0,0,0,more,450,Working,Higher education,Married,House / apartment,32.52054795,0.605479452,0,0,0,Core staff,more,15,0
36353,5113920,0,0,0,0,90,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.32328767,7.247955325,0,0,0,Unknown,1,18,1
34573,5146236,0,0,1,0,157.5,Working,Higher education,Civil marriage,With parents,22.56986301,1.846575342,0,0,0,Accountants,2,7,0
31473,5132585,0,0,1,0,121.5,Working,Secondary / secondary special,Widow,House / apartment,47.75890411,6.621917808,1,1,0,Unknown,1,28,0
652,5009628,0,0,0,0,238.5,Working,Secondary / secondary special,Married,House / apartment,52.89041096,9.030136986,1,0,0,Laborers,2,59,1
25217,5100427,0,0,1,1,202.5,Working,Incomplete higher,Married,House / apartment,29.44109589,3.01369863,0,1,0,Sales staff,more,53,1
25218,5100428,0,0,1,1,202.5,Working,Incomplete higher,Married,House / apartment,29.44109589,3.01369863,0,1,0,Sales staff,more,40,1
36431,5143582,1,1,0,0,157.5,Working,Incomplete higher,Married,With parents,24.99726027,2.630136986,1,0,0,Drivers,2,38,1
36190,5045902,0,0,1,0,225,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027,7.247955325,0,0,0,Unknown,1,21,1
12092,5050743,0,0,0,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,56.46027397,7.247955325,0,0,0,Unknown,2,8,0
24424,5099753,0,0,1,1,135,Working,Secondary / secondary special,Married,House / apartment,27.70410959,8.684931507,1,1,0,Laborers,more,43,0
36222,5052726,0,0,0,1,180,Working,Secondary / secondary special,Single / not married,Municipal apartment,29.42465753,3.556164384,0,0,0,Laborers,2,48,1
27045,5113542,0,0,0,more,193.5,Commercial associate,Lower secondary,Civil marriage,House / apartment,26.29041096,6.698630137,0,0,1,Accountants,more,12,0
32621,5137333,0,0,0,1,157.5,Working,Secondary / secondary special,Married,House / apartment,27.63561644,7.967123288,1,1,0,Sales staff,more,16,0
19054,5079199,1,0,1,1,157.5,Working,Secondary / secondary special,Married,House / apartment,30.21369863,0.364383562,1,1,0,Security staff,more,12,0
36432,5145690,0,0,1,0,306,Pensioner,Higher education,Married,House / apartment,59.15068493,7.247955325,0,0,0,Unknown,2,17,1
27150,5113705,0,0,1,more,135,Commercial associate,Higher education,Married,With parents,39.27123288,1.030136986,0,0,0,Core staff,more,49,1
20338,5089211,0,1,0,0,189,Commercial associate,Secondary / secondary special,Married,House / apartment,48.94246575,1.931506849,1,0,0,High skill tech staff,2,6,0
28399,5116149,0,1,1,1,315,State servant,Higher education,Married,House / apartment,38.36712329,0.8,0,0,0,Managers,more,49,1
34826,5148582,1,1,1,0,180,Working,Secondary / secondary special,Married,House / apartment,30.74520548,3.797260274,0,0,0,Drivers,2,42,1
11820,5048560,0,0,1,0,126,Working,Secondary / secondary special,Single / not married,House / apartment,43.63561644,2.846575342,0,0,0,Private service staff,1,54,1
33126,5142183,1,1,1,more,450,Commercial associate,Higher education,Married,House / apartment,48.87945205,11.79452055,1,1,0,Managers,more,56,1
36158,5028580,1,0,0,0,540,Commercial associate,Higher education,Married,House / apartment,54.78356164,1.893150685,0,0,0,Managers,2,6,1
36325,5105045,1,0,1,0,225,Pensioner,Secondary / secondary special,Widow,House / apartment,62.84657534,7.247955325,0,0,0,Unknown,1,45,1
5200,5026013,0,0,1,0,81,Working,Secondary / secondary special,Married,House / apartment,54.50136986,14.69863014,1,1,0,Unknown,2,15,0
36323,5100430,1,1,0,0,180,Working,Secondary / secondary special,Single / not married,House / apartment,44.68493151,1.679452055,0,0,0,Laborers,1,22,1
12106,5050757,1,0,0,0,247.5,Working,Secondary / secondary special,Married,House / apartment,49.24383562,3.871232877,0,0,0,Drivers,2,60,0
32551,5137247,0,0,0,0,90,Working,Secondary / secondary special,Married,House / apartment,47.54794521,8.967123288,1,1,0,Secretaries,2,30,1
24678,5117550,1,1,0,1,148.5,Commercial associate,Secondary / secondary special,Married,House / apartment,35.42465753,7.849315068,1,1,0,Drivers,more,14,0
21472,5090546,0,0,1,0,247.5,Commercial associate,Higher education,Civil marriage,House / apartment,47.65479452,4.682191781,1,1,0,Core staff,2,43,0
830,5009848,0,0,0,0,99,Commercial associate,Higher education,Married,House / apartment,27.62739726,1.857534247,0,0,0,Sales staff,2,31,0
3012,5022582,0,0,1,0,202.5,Working,Secondary / secondary special,Single / not married,House / apartment,48.77534247,27.61369863,0,1,0,Core staff,1,37,0
35219,5149106,1,0,1,more,270,Working,Secondary / secondary special,Married,House / apartment,34.21369863,9.884931507,0,0,0,Security staff,more,19,0
30971,5126349,0,0,0,0,135,Commercial associate,Secondary / secondary special,Married,House / apartment,41.69315068,6.205479452,0,1,0,Managers,2,39,1
34315,5145693,1,1,1,0,225,Working,Higher education,Single / not married,With parents,25.8739726,1.816438356,1,1,0,Unknown,1,5,0
36187,5045457,1,1,0,more,180,Commercial associate,Secondary / secondary special,Married,House / apartment,39.59452055,11.64109589,0,0,0,Drivers,1,35,1
19878,5088475,0,0,1,0,94.5,Pensioner,Secondary / secondary special,Married,House / apartment,60.65753425,7.247955325,0,0,0,Unknown,2,21,0
36172,5033916,1,0,1,0,180,Working,Secondary / secondary special,Married,House / apartment,35.65753425,9.991780822,0,0,0,Unknown,2,40,1
36405,5126184,0,0,0,0,94.5,Pensioner,Secondary / secondary special,Married,House / apartment,58.15068493,7.247955325,0,1,1,Unknown,2,6,1
18548,5069297,0,0,1,0,225,Pensioner,Secondary / secondary special,Married,House / apartment,57.50410959,7.247955325,0,0,0,Unknown,2,46,0
2029,5021383,0,0,1,1,121.5,Working,Higher education,Married,House / apartment,30.15616438,2.087671233,0,0,0,Unknown,more,17,1
36245,5058354,0,0,1,0,99,Pensioner,Higher education,Separated,House / apartment,67.42739726,7.247955325,0,0,0,Unknown,1,5,1
6612,5029628,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,55.50958904,7.247955325,0,1,0,Unknown,2,2,0
6701,5029742,0,0,0,0,135,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.06575342,7.247955325,0,0,0,Unknown,1,43,0
6803,5033467,0,1,1,0,252,Commercial associate,Higher education,Married,House / apartment,41.1890411,1.216438356,0,0,0,Managers,2,11,0
16913,5067209,0,0,0,0,103.5,Pensioner,Secondary / secondary special,Married,House / apartment,62.28493151,7.247955325,0,0,0,Unknown,2,52,1
36288,5090433,1,1,1,0,427.5,Working,Secondary / secondary special,Civil marriage,House / apartment,54.50410959,3.367123288,0,0,0,Managers,2,28,1
36266,5069307,1,0,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,42.84931507,3.638356164,0,0,0,Core staff,2,18,1
14430,5058399,0,0,1,0,54,Working,Secondary / secondary special,Married,House / apartment,51.09863014,21.23835616,1,1,0,Unknown,2,16,0
36141,5023781,1,0,1,0,157.5,Commercial associate,Higher education,Civil marriage,House / apartment,48.76712329,2.975342466,0,0,0,Accountants,2,46,1
10225,5045134,0,0,0,1,112.5,Working,Secondary / secondary special,Civil marriage,House / apartment,33.45205479,7.526027397,0,0,0,Cooking staff,more,46,0
36343,5106047,0,1,0,more,81,Working,Higher education,Married,House / apartment,33.85753425,8.265753425,1,0,0,Sales staff,more,45,1
18666,5069453,0,0,1,0,202.5,State servant,Higher education,Widow,House / apartment,43.24383562,13.47671233,0,0,0,Unknown,1,52,1
1336,5010483,1,1,1,more,315,Working,Higher education,Married,House / apartment,37.81643836,0.438356164,1,1,0,Unknown,more,6,0
11217,5046549,0,0,1,1,148.5,Working,Secondary / secondary special,Married,House / apartment,41.32328767,2.320547945,0,0,0,High skill tech staff,more,42,0
